,open,high,low,close,volume
20201014,370000,375000,366000,368500,333008
20201013,374000,377000,371500,372000,302317
20201012,383000,383000,371000,371500,471624
20201008,383500,387000,379000,379000,624658
20201007,378000,381500,376000,380500,398285
20201006,373500,383500,370000,381500,765339
20201005,360500,370500,358000,370500,522228
20200929,374500,375000,364000,364500,612054
20200928,356500,372000,354000,369000,674705
20200925,356000,358000,346500,351500,449701
20200924,361000,361500,351000,352000,763638
20200923,358500,367000,353000,365500,930394
20200922,361000,369000,351000,353000,880318
20200921,371500,374000,364000,364500,530255
20200918,369000,377000,366000,373000,495271
20200917,373500,374000,369000,371000,617702
20200916,384000,384500,377000,377000,485743
20200915,371000,385000,369000,381000,860038
20200914,377000,378000,369000,373500,830231
20200911,382000,384000,375500,379000,792840
20200910,392000,396500,384000,385500,936708
20200909,381500,388000,379000,384000,935573
20200908,393500,398500,380500,390000,1020539
20200907,401500,401500,391000,392000,928939
20200904,390000,404500,389500,402000,1168529
20200903,415500,416000,404000,410000,739215
20200902,405500,412500,401500,412000,921655
20200901,413500,416000,400000,401500,1100736
20200831,410500,420500,401000,407000,1629751
20200828,413500,416000,400000,405500,1506996
20200827,396500,413000,396000,410500,1981840
20200826,380500,394000,378000,392000,1351029
20200825,384500,385000,377000,381000,887733
20200824,374500,382500,367500,380000,969648
20200821,370000,373500,362000,370000,1021460
20200820,376000,383000,359500,364500,1686740
20200819,384500,385000,372000,376500,1359266
20200818,371500,389500,367500,378000,3032037
20200814,361000,366000,358000,362500,825802
20200813,359000,365000,356500,360500,1117859
20200812,348500,356500,347500,354000,729434
20200811,351500,357000,347500,352500,750285
20200810,346000,358500,341500,356000,1086391
20200807,368000,370000,350500,353000,1899111
20200806,358500,372500,357500,364000,1848898
20200805,366000,371000,362500,370500,1075879
20200804,378500,384000,361000,370000,1714642
20200803,347500,366000,347000,366000,1636803
20200731,336000,344000,335500,343500,1078837
20200730,336000,337000,331500,332000,615872
20200729,329000,333000,325000,331500,618435
20200728,332000,336000,328500,329500,873063
20200727,321000,329500,320500,326500,603322
20200724,325000,333000,322000,324500,907643
20200723,316500,329500,315000,329500,1260435
20200722,310500,321500,306000,318000,1159298
20200721,323500,326000,311500,316000,1676630
20200720,325000,325000,310000,310000,1534422
20200717,319000,327000,314000,325000,1268587
20200716,332000,335500,319000,322000,1941508
20200715,344000,349500,332000,337500,1487417
20200714,340500,346500,340000,343000,1212519
20200713,359000,361000,345000,352000,1391744
20200710,351000,368000,345500,355500,2566935
20200709,335000,355500,332000,355500,2463503
20200708,312000,328000,305000,328000,1869663
20200707,306500,318000,304000,310500,1552820
20200706,298000,307500,297000,300500,1344851
20200703,289500,297000,284000,294000,1604493
20200702,273500,285500,273000,285500,1378545
20200701,271500,275000,267500,269500,578023
20200630,272000,273000,267500,267500,624089
20200629,269000,273500,266000,267500,778818
20200626,279500,280000,268000,274500,812726
20200625,278500,282000,273500,274500,900258
20200624,281500,284000,275000,282500,1081233
20200623,279000,289000,277000,281500,2166267
20200622,263500,276000,260500,274000,2008656
20200619,267500,269500,262000,263500,920126
20200618,264500,267000,260500,263500,981144
20200617,261500,268000,258000,263000,1162204
20200616,260500,263000,258000,263000,915456
20200615,266000,271000,250000,252500,1549230
20200612,256500,268000,256000,266000,1688975
20200611,264000,268000,261000,265000,1724551
20200610,256500,263500,256500,262000,1575452
20200609,255500,259500,252500,254500,834862
20200608,252500,258000,248500,256500,1417078
20200605,253000,253500,247500,251000,1007264
20200604,247500,257000,247000,254000,1228950
20200603,259500,261500,247500,249500,2302391
20200602,262500,263000,257000,259500,978846
20200601,263500,266000,259500,264000,1083698
20200529,263500,267500,257500,263500,1645822
20200528,257500,270000,252500,267000,2495048
20200527,262000,267000,257000,260500,2015974
20200526,273500,279500,261000,270000,3274293
20200525,251000,270000,249000,268000,2653776
20200522,237500,248500,235000,247000,1887064
20200521,237500,240000,234500,237500,1408737
20200520,223500,234500,222000,231500,1773960
20200519,221500,222500,214000,220000,1308903
20200518,221500,225500,218500,221000,744533
20200515,228500,231500,216000,221500,1524083
20200514,216000,228000,214000,225000,1459813
20200513,211500,216500,211500,216500,1113608
20200512,209000,216500,206000,214500,1563095
20200511,207000,211500,206500,207500,1048413
20200508,206500,210000,204000,206000,1405404
20200507,199500,207500,198500,206000,2629709
20200506,189000,200000,188000,199500,2035947
20200504,181500,190000,180000,186500,1019409
20200429,184000,186500,182500,184000,659512
20200428,185500,186500,181500,185000,668638
20200427,183000,187000,181500,184000,721963
20200424,184500,188500,182000,183000,1073684
20200423,181500,186500,180500,185500,1509799
20200422,174000,177000,171500,177000,686146
20200421,176500,177500,168500,175500,1232126
20200420,172500,179000,172000,175000,859303
20200417,169000,172500,167500,172000,947794
20200416,159000,167000,158500,165500,1005533
20200414,159500,160500,158000,159500,430759
20200413,161000,161000,157000,157500,470251
20200410,158500,161500,157000,161000,753323
20200409,161000,161000,157500,158000,726920
20200408,159000,160500,158000,158000,738303
20200407,163500,164500,158500,160000,920798
20200406,158500,161000,157500,160500,807805
20200403,158500,159000,155000,157500,545749
20200402,152000,157000,149000,157000,1043790
20200401,156000,158500,150000,150500,794295
20200331,155000,159000,152000,155500,1042474
20200330,149500,154500,147500,153000,668254
20200327,156500,157000,149000,152500,958988
20200326,155000,156000,150000,150500,893688
20200325,160500,162500,151000,154500,1290376
20200324,150500,155000,147000,154500,1271387
20200323,138000,148000,137500,143500,1569378
20200320,138000,151000,134500,149500,1765756
20200319,145500,147000,127500,134000,2157141
20200318,148500,152000,140500,141000,1107527
20200317,141000,150500,140000,147500,1221046
20200316,162000,164000,147500,147500,1252484
20200313,150000,161500,145000,159000,1601985
20200312,167000,169000,158500,161000,1218070
20200311,172000,174500,167000,169000,550227
20200310,164500,174500,164000,173000,950875
20200309,171000,171500,166000,167500,805638
20200306,176500,178500,174000,175500,568424
20200305,182500,183000,176500,179500,821744
20200304,174000,181000,174000,179500,709188
20200303,180500,181000,175000,175000,629017
20200302,174500,176500,169500,175000,793495
20200228,174500,176500,170500,172000,1022917
20200227,184000,185500,176500,178500,785062
20200226,183500,185500,181500,184000,516378
20200225,182000,186000,180000,185500,596763
20200224,184500,186000,182000,183500,792733
20200221,188500,191500,187500,189500,558497
20200220,190500,191500,188000,190500,547405
20200219,184000,190500,183500,190000,1362998
20200218,180500,183500,179000,182000,587253
20200217,180000,182000,179000,180500,329408
20200214,181000,184500,179000,180000,948085
20200213,174500,181500,173500,179000,1877980
20200212,169500,172000,168000,172000,407917
20200211,169000,170000,168000,170000,307120
20200210,167500,169500,166000,169000,375209
20200207,167000,170500,166000,167500,522100
20200206,165500,168000,163500,166000,552044
20200205,166500,167000,161500,163000,456954
20200204,161500,165500,160500,164500,394773
20200203,156000,160500,156000,159500,423907
20200131,162500,164000,158500,159000,346067
20200130,163000,165500,160500,162000,418908
20200129,165500,166000,162500,163500,255167
20200128,160000,163500,159500,162500,513228
20200123,168000,168000,164500,165500,323420
20200122,166000,169000,164500,166000,504350
20200121,168500,169000,163500,165000,389155
20200120,169000,170000,167000,168500,380510
20200117,171500,172500,168000,168500,354724
20200116,170000,172000,170000,171500,260049
20200115,167000,170500,166500,170000,462119
20200114,167500,168500,165500,167000,423286
20200113,165500,167500,165000,167000,475667
20200110,165000,166500,163000,165000,401906
20200109,163500,165500,162500,164000,878319
20200108,158500,162000,156500,159500,851619
20200107,155000,160000,154500,160000,840186
20200106,150500,155000,150000,154500,393715
20200103,153500,155000,151000,152500,314848
20200102,154000,154500,152000,152500,241047
20191230,154000,155000,153000,153500,428587
20191227,149500,154000,149000,153500,690548
20191226,146000,148000,146000,148000,320921
20191224,148000,150000,144500,146500,367817
20191223,151000,151000,148000,148500,283403
20191220,150000,153000,149500,150000,545445
20191219,150500,151000,149000,150000,175849
20191218,150500,152000,149500,151000,252752
20191217,151500,152000,149500,150500,275832
20191216,151000,152000,150000,151500,297095
20191213,150500,151000,148500,151000,456822
20191212,151000,151500,149000,149500,710378
20191211,150500,150500,147500,150000,480071
20191210,150000,151500,147000,149500,516074
20191209,154000,154500,151000,151500,267330
20191206,149000,154000,149000,153500,415390
20191205,155500,156000,148500,149500,841460
20191204,156000,156000,154500,156000,233141
20191203,155500,157000,154000,157000,235453
20191202,156000,156500,153500,156500,250192
20191129,156000,159000,153500,155500,471253
20191128,156500,157500,155500,157000,218221
20191127,158500,159000,156500,157500,294619
20191126,157000,158500,156500,157500,361401
20191125,153500,156500,153500,156500,300270
20191122,153000,155500,152000,153000,335038
20191121,156500,157000,151000,154000,666854
20191120,156000,159000,155500,156500,332676
20191119,157500,157500,155500,156500,323233
20191118,155500,158000,155500,157500,372362
20191115,154500,155500,153500,155500,281084
20191114,154500,155000,152000,154500,651414
20191113,152500,154000,151000,153500,376959
20191112,154000,154500,152000,153500,396292
20191111,153000,155000,152000,154000,509809
20191108,152000,155000,151000,152000,900774
20191107,152000,154500,147000,151000,1222184
20191106,149000,151000,148000,151000,516744
20191105,146000,149000,145500,148500,502806
20191104,146500,147500,145500,146500,436509
20191101,142500,146000,142000,145500,717046
20191031,139000,144000,138500,141500,726151
20191030,140500,140500,137500,138000,251362
20191029,141500,142000,138000,139500,367213
20191028,142000,145000,139500,140000,665988
20191025,140000,141000,139500,140000,196552
20191024,140500,142000,139000,139500,490092
20191023,136000,140000,135500,140000,1045771
20191022,134000,136000,134000,136000,337570
20191021,132500,134000,131000,133500,214102
20191018,131000,133500,131000,132500,332984
20191017,131500,132500,129000,130500,618170
20191016,134000,134500,128500,132000,753513
20191015,135000,135000,133000,134000,190243
20191014,136000,136500,134000,134500,317555
20191011,136500,137500,134500,135000,238584
20191010,133000,137000,132500,136500,694345
20191008,134500,135000,133500,134500,224907
20191007,134000,135000,133000,134500,344020
20191004,134500,136000,133500,133500,238417
20191002,136500,137000,135500,135500,152309
20191001,136000,138000,136000,137500,252319
20190930,134500,136000,134000,135500,202006
20190927,136500,136500,134500,135500,168760
20190926,137000,137500,135000,136500,210766
20190925,137500,138500,136000,136000,301919
20190924,135000,138000,134500,138000,466753
20190923,135000,136500,134500,134500,207227
20190920,135500,135500,133000,135500,358235
20190919,136500,137500,135000,135500,242822
20190918,133000,137000,133000,137000,684630
20190917,132000,134000,132000,132000,326141
20190916,134500,135000,131000,132000,413424
20190911,135500,136000,133000,133000,734465
20190910,133000,135500,132500,135500,310565
20190909,135000,135500,132000,133000,673204
20190906,135000,136500,135000,136000,191271
20190905,138000,139000,134500,135000,598646
20190904,137000,139000,136500,138500,431250
20190903,137500,138000,136000,137500,291503
20190902,134000,137500,133500,137000,575791
20190830,134000,135500,134000,134500,402408
20190829,133000,133500,131000,133000,351957
20190828,134000,135000,132500,133500,255507
20190827,133500,135000,133000,134000,499775
20190826,130000,133000,129500,132500,374958
20190823,132000,133500,130500,133000,414033
20190822,131500,135000,131500,133000,597184
20190821,131000,133000,130500,131500,284628
20190820,131000,132000,129500,132000,369383
20190819,130500,131500,129500,130500,222446
20190816,129500,130000,128000,129500,300046
20190814,133000,133000,129000,130500,338519
20190813,130000,132500,129000,131500,361927
20190812,133000,133500,129500,130000,265084
20190809,128000,133000,127500,132000,780515
20190808,128000,129000,125500,127000,956084
20190807,124500,125000,121500,123500,424495
20190806,118500,124500,117500,122000,714349
20190805,128000,129000,121500,122500,597268
20190802,126000,130000,123500,128500,444403
20190801,126000,128500,125500,126500,249194
20190731,125000,128000,124500,127000,294609
20190730,128500,129500,126000,126000,467439
20190729,130000,132000,128000,129000,368682
20190726,129000,132000,127000,131000,701403
20190725,136000,136000,128000,131000,1295817
20190724,136000,138000,134000,136000,692256
20190723,134000,136500,133000,136000,469494
20190722,134500,136000,133500,134000,408551
20190719,132000,135500,131500,135000,656218
20190718,130500,132500,130500,131500,170819
20190717,132000,132500,129500,131000,328637
20190716,133500,134000,132000,133000,323628
20190715,132500,136000,131000,133000,783546
20190712,131000,132500,129500,131500,300566
20190711,131000,133000,130500,130500,525918
20190710,132000,132000,129000,131000,312943
20190709,128500,132000,128000,131000,463640
20190708,133500,133500,128000,128000,581000
20190705,133000,134000,131500,133500,458417
20190704,131000,132500,129500,132500,362634
20190703,131500,132000,130000,131000,300667
20190702,129500,131500,128000,131500,264488
20190701,132500,133000,129000,129500,433735
20190628,131500,133000,130000,131500,362354
20190627,131000,133500,130000,131500,704159
20190626,131000,132500,129000,129500,516097
20190625,129000,131000,127500,130500,956899
20190624,127000,128000,125500,126000,306333
20190621,124500,128000,124000,126500,808423
20190620,122000,124000,120000,122000,287954
20190619,122500,122500,121000,122000,178919
20190618,121500,123000,120000,121000,344107
20190617,125000,125000,121000,121500,349662
20190614,127000,128000,124500,125000,357300
20190613,124000,127500,123500,126500,747390
20190612,124500,125000,122500,124000,212619
20190611,124000,125000,122500,124500,244302
20190610,120000,125000,119000,124000,506951
20190607,120000,120500,117500,120000,537162
20190605,121000,121500,119500,120500,307665
20190604,122500,124000,116500,119500,847685
20190603,123500,125500,122000,122500,316035
20190531,124000,126000,123000,124500,325040
20190530,122000,125500,122000,124500,460680
20190529,122500,123500,120500,121500,323116
20190528,121000,125000,120500,123000,565899
20190527,125000,126500,120500,122000,550142
20190524,123000,124000,120500,124000,766145
20190523,125000,127000,123500,124000,425136
20190522,125500,126500,121500,125500,840648
20190521,126500,127500,125000,125000,694961
20190520,126500,128500,125500,126500,899474
20190517,129000,129500,124000,124500,5222004
20190516,132500,134000,130500,133500,558891
20190515,135500,136000,130000,132000,1241060
20190514,127000,135000,126500,134000,1360661
20190513,130500,130500,127000,128500,584824
20190510,128500,131000,127500,130000,1006921
20190509,133500,133500,126500,126500,1352763
20190508,126500,130000,125500,128500,700167
20190507,126000,130000,126000,127500,664716
20190503,126000,129000,125500,128000,1098989
20190502,120000,124500,119500,123000,742545
20190430,119000,121000,118500,120000,494890
20190429,115500,119500,114000,119500,512703
20190426,115500,117500,113000,115000,366725
20190425,117500,118000,115000,116000,292233
20190424,117500,118500,115500,118000,443136
20190423,118500,119500,116000,116500,259471
20190422,118000,120500,117000,118000,457505
20190419,117000,119000,115000,117000,329620
20190418,119000,119500,116000,116500,443925
20190417,117000,119000,115500,117500,653103
20190416,113500,118000,112500,117500,1744272
20190415,104000,110500,103000,110500,1228969
20190412,102500,102500,101500,102500,162349
20190411,103000,103000,101500,102500,253796
20190410,101000,103000,100500,102500,263334
20190409,102000,102000,100000,100500,383038
20190408,103000,103500,101500,102000,203479
20190405,102500,103000,102000,102500,132105
20190404,102500,103000,101500,102500,261063
20190403,103000,104000,102000,102500,294101
20190402,103500,104000,102000,103500,227338
20190401,103500,104000,102000,103000,216132
20190329,103000,104000,102500,103500,153823
20190328,102000,104000,102000,102500,162966
20190327,104500,104500,102000,102500,208707
20190326,102500,105500,102000,104000,257452
20190325,102000,104000,101500,102000,171747
20190322,103000,104500,103000,104000,239614
20190321,102000,104000,101500,102500,230173
20190320,103000,103500,100000,102000,492001
20190319,107500,108500,102500,102500,605054
20190318,108000,108500,107000,107500,197291
20190315,106500,108500,106500,107500,463768
20190314,105000,107500,104500,106500,444051
20190313,104000,106500,103500,104000,240466
20190312,106500,107000,103500,103500,380777
20190311,108000,108000,104500,106000,276026
20190308,109000,109500,106500,107500,792787
20190307,105500,107000,103500,104500,330354
20190306,107000,108000,104000,105500,298220
20190305,108000,108000,105500,106500,472504
20190304,105500,109000,105000,108500,853038
20190228,105000,106500,103500,103500,733261
20190227,104500,105500,103000,105000,551979
20190226,98400,103500,98400,103500,1238902
20190225,99400,99800,98100,98300,370483
20190222,99500,100500,98800,99300,294247
20190221,99800,101000,98800,98900,328444
20190220,100500,101000,98500,99700,387109
20190219,101500,102000,100000,100000,231131
20190218,102500,103000,101000,102000,355745
20190215,101500,103500,100500,101500,653634
20190214,97800,101000,96100,100500,849160
20190213,96500,98900,95500,98100,519566
20190212,95600,96500,93300,96000,599314
20190211,98500,98700,95300,95600,906796
20190208,98700,99100,98100,98200,314884
20190207,100000,100000,98700,99000,307297
20190201,99400,100500,99200,99600,388183
20190131,100500,100500,98800,99300,546040
20190130,102000,102500,99500,99900,565397
20190129,101500,102000,101000,102000,225138
20190128,103000,104000,101500,102000,275296
20190125,101500,103000,101000,102500,355017
20190124,102500,103500,101000,102000,282408
20190123,101500,103000,100500,102500,360462
20190122,99400,102500,99300,102000,448490
20190121,99900,100000,98700,98800,252620
20190118,99000,99900,98900,99600,291588
20190117,100000,102000,98500,98500,434803
20190116,100500,101000,99800,100000,217209
20190115,100000,102500,99500,99900,381581
20190114,102000,102000,99800,100000,243305
20190111,101000,103500,101000,102000,180561
20190110,101000,103000,100500,101000,291573
20190109,100500,102500,100000,102000,357096
20190108,102500,103000,99500,99900,450462
20190107,105000,107000,102000,103000,378153
20190104,102000,104000,101500,103500,251728
20190103,102500,105500,100500,102500,293989
20190102,103500,105000,101500,102000,173462
20181228,101000,104500,101000,103000,190847
20181227,100500,102000,100000,101500,217247
20181226,99000,100500,98000,98500,492532
20181224,104500,104500,100000,101000,320266
20181221,102500,104500,101000,104500,429650
20181220,107000,107000,101000,103000,579446
20181219,108500,109000,106000,108000,218497
20181218,108500,111000,107000,108500,188963
20181217,110000,112000,108500,110500,173155
20181214,110500,111500,109000,110000,196803
20181213,111500,114500,110500,111500,494887
20181212,107000,111000,105500,110000,393740
20181211,110000,110500,106500,107000,461496
20181210,113000,113500,110000,111000,331087
20181207,116500,117000,112000,114500,354995
20181206,115000,117500,114500,116000,396531
20181205,112000,115000,111500,114500,222316
20181204,114000,115000,113000,113500,264857
20181203,114500,115000,112500,113500,262030
20181130,112000,113000,111500,112500,346553
20181129,113000,114000,111000,112000,263008
20181128,111500,113000,111000,112000,185906
20181127,113000,114000,110000,110500,270808
20181126,107500,113000,107500,112500,460406
20181123,107000,109500,106000,108000,242633
20181122,107000,107500,106000,106500,143409
20181121,105000,107500,104500,107500,206018
20181120,106500,107500,105000,107000,234825
20181119,102500,107500,102500,107000,346393
20181116,105000,106000,102000,102500,206149
20181115,102500,104000,101500,104000,170612
20181114,102500,104000,101500,103000,281601
20181113,98800,101500,98700,101500,278476
20181112,101000,101500,100000,101000,201208
20181109,100000,102000,98700,100500,292309
20181108,97900,102000,97800,100000,644793
20181107,97100,97700,95200,95600,269320
20181106,95700,97500,95000,96600,195992
20181105,97000,97400,94700,95500,339846
20181102,95200,98500,94100,98200,409600
20181101,92000,95600,91900,93100,372853
20181031,90900,92800,89700,91600,336787
20181030,86000,91100,86000,90500,521229
20181029,89900,92400,87200,87600,599252
20181026,95000,95500,89900,90900,653419
20181025,97300,97300,92000,94200,1024715
20181024,101000,101500,98900,99200,312593
20181023,102500,103500,100000,100500,194001
20181022,101500,104000,100500,102500,208316
20181019,100000,102000,99100,101000,268396
20181018,100000,101500,99700,100500,173176
20181017,103000,103000,100000,100500,302780
20181016,99300,101000,99300,100500,183949
20181015,101000,102000,99200,99300,219792
20181012,98500,102000,97600,101000,537122
20181011,100000,102000,98500,98500,957608
20181010,106500,108500,104000,104000,516278
20181008,107500,110500,107500,107500,187871
20181005,110500,111500,108500,109000,479642
20181004,114500,115500,111000,112000,603136
20181002,120500,121000,114500,115500,615909
20181001,120000,123500,119500,119500,368677
20180928,120000,120500,119000,119000,229927
20180927,119000,121000,119000,120500,275536
20180921,121500,123500,118500,118500,667099
20180920,118000,119500,117000,117500,308838
20180919,121000,121000,116500,117000,664304
20180918,122000,122500,120000,120500,384132
20180917,120500,121500,118000,121500,359811
20180914,120500,121000,118500,120000,287642
20180913,121000,122000,119500,121000,407528
20180912,116500,120500,116500,120000,344739
20180911,118500,118500,116000,116500,424870
20180910,119000,120500,118500,119000,216152
20180907,120000,120500,118500,120000,206174
20180906,121500,122000,119000,120000,299195
20180905,122000,123500,121000,121000,215419
20180904,121500,123000,120500,122000,268355
20180903,125000,125500,121000,121500,460200
20180831,124000,125500,123000,125000,431909
20180830,126500,128000,125500,126500,313774
20180829,125000,127500,124000,126500,750163
20180828,127000,127500,123500,125500,480764
20180827,124000,128000,124000,128000,588666
20180824,125000,125000,123000,124000,283256
20180823,125000,126000,123500,125500,292057
20180822,125500,125500,122500,124500,333939
20180821,125000,126500,124000,124000,353528
20180820,127000,128000,124000,124500,328660
20180817,128500,129000,126500,127000,327327
20180816,124500,128000,124000,127500,478674
20180814,125000,128500,123000,127500,518080
20180813,126500,127500,122500,124000,636617
20180810,125500,129500,124000,128000,1269641
20180809,121000,126000,119500,125500,1622449
20180808,122000,124500,118000,119000,1216684
20180807,114000,120000,113000,120000,742353
20180806,113500,114500,112500,113500,189971
20180803,111500,113000,111500,113000,169521
20180802,112500,115000,111000,111000,311779
20180801,112500,113500,111500,112500,276459
20180731,115000,116000,111500,112500,654749
20180730,118500,119000,116000,116500,308410
20180727,117500,120000,116500,119500,568921
20180726,118000,118500,116000,117500,262125
20180725,117500,118000,116000,118000,310394
20180724,115500,118000,115000,117000,502533
20180723,115000,117000,113500,115500,346894
20180720,114000,115500,113000,115000,184967
20180719,113000,115500,112500,114000,267375
20180718,115000,116500,112000,113000,351263
20180717,116000,116500,113500,114000,372754
20180716,118000,118500,115500,116500,236711
20180713,118000,119000,116500,118000,302155
20180712,117000,118000,115500,117500,444272
20180711,116000,117000,115000,116500,250313
20180710,117500,118000,116000,117000,222321
20180709,114500,117500,114500,117500,394098
20180706,116500,117000,113000,114500,383082
20180705,117000,118500,115500,116500,348243
20180704,114500,118000,114000,117000,846154
20180703,113500,115000,112500,114000,314988
20180702,115500,116500,111500,111500,415693
20180629,113000,115500,112000,114500,579530
20180628,110000,112500,109000,111500,221308
20180627,112500,113500,110000,111000,311174
20180626,112500,113000,111000,112000,250298
20180625,114000,114500,112000,114000,345973
20180622,106500,114500,106500,114000,651617
20180621,107500,109000,106000,107000,172840
20180620,106000,109000,106000,108000,290289
20180619,107000,110500,105500,106500,250870
20180618,109000,110000,106000,107500,405910
20180615,112000,112000,109000,109500,336430
20180614,114000,114000,112000,112000,250011
20180612,114000,114500,113000,114000,180468
20180611,113000,114500,112000,114000,251178
20180608,112000,113500,110500,113000,393243
20180607,112000,113500,109000,111500,355080
20180605,108000,112000,107000,111500,477854
20180604,104000,108500,104000,108000,432581
20180601,103500,107000,103500,104500,452021
20180531,104500,106000,103000,103500,470392
20180530,107000,107500,103500,104000,600575
20180529,108000,110000,107500,108000,318837
20180528,111000,111500,108000,108000,679442
20180525,112000,114000,111500,112000,257170
20180524,112000,114000,112000,113000,208135
20180523,113000,114500,112500,112500,285620
20180521,113500,114500,112500,113500,176761
20180518,118500,119000,112500,113500,819348
20180517,117500,118500,116000,116500,338096
20180516,114500,117000,113500,117000,466027
20180515,112000,115000,112000,114500,320939
20180514,114500,116000,111000,113000,657566
20180511,117500,118000,116000,117000,367532
20180510,113000,118000,111000,117000,840339
20180509,111000,113000,110500,113000,332320
20180508,112000,113000,110000,112000,331690
20180504,113000,113500,111500,112000,251346
20180503,114500,116500,113000,113500,350536
20180502,110500,114500,109500,114500,526839
20180430,113500,114000,110000,111000,618640
20180427,115000,115500,112000,113500,402728
20180426,116500,117500,113500,114000,366727
20180425,115500,119000,113500,115500,607008
20180424,112000,115500,111000,115000,473979
20180423,114500,114500,111000,111000,669590
20180420,116500,117500,113500,115000,650463
20180419,119000,119000,116000,116500,648909
20180418,120000,121500,118500,119500,495833
20180417,117500,120000,117500,118000,399502
20180416,120500,120500,116500,117000,815062
20180413,120500,122000,119500,120500,368169
20180412,122000,122500,120000,120000,367434
20180411,124000,125000,121000,121500,379388
20180410,121500,123500,121500,122500,322551
20180409,121500,122500,120000,121500,547412
20180406,125000,125500,122000,122500,376868
20180405,125000,126000,124000,124500,299168
20180404,129000,129000,123500,123500,730140
20180403,127000,130500,126500,128500,483608
20180402,132500,133500,128500,129000,454496
20180330,131500,133500,130000,132000,447866
20180329,129500,131000,126500,129500,437532
20180328,129000,130500,128000,129000,462777
20180327,134500,134500,131000,131500,451505
20180326,129500,132500,126500,131000,962796
20180323,135000,136000,129500,130500,1233587
20180322,137000,139000,135500,138000,567619
20180321,139000,140000,137500,138000,416757
20180320,135500,140000,135000,139000,556447
20180319,140000,140500,136000,137500,610095
20180316,141500,143000,139000,141000,1024727
20180315,137500,141500,137000,141500,950867
20180314,139500,140000,136000,137000,703764
20180313,135500,141000,135000,140500,1320091
20180312,136000,136500,134500,135000,384411
20180309,133000,135500,131000,134000,753680
20180308,129500,132000,128500,132000,499256
20180307,133000,133500,129000,129500,596902
20180306,126000,134000,126000,132500,1167882
20180305,127500,128000,123000,123000,417227
20180302,126500,128500,124500,127500,474394
20180228,130000,132500,127000,128000,857397
20180227,124000,131000,124000,131000,1272000
20180226,124500,124500,122500,123000,303789
20180223,123500,124000,122000,123500,383787
20180222,124500,125000,122000,123500,306321
20180221,123500,125500,122000,124500,396493
20180220,124000,124500,121500,123000,288935
20180219,126000,126000,123000,124000,419351
20180214,119500,125000,119000,122500,858572
20180213,120000,121000,118500,119000,721603
20180212,119000,120000,116500,118000,817489
20180209,121500,124500,117000,118000,2074927
20180208,127000,130000,124500,126500,1044087
20180207,134000,134500,126500,126500,1043100
20180206,126500,131000,125000,131000,2291759
20180205,139500,140000,134500,134500,1624472
20180202,142000,145000,141500,143500,2099421
20180201,140000,142000,137500,141500,910082
20180131,137500,140000,135000,140000,943362
20180130,139000,140500,137500,138500,642199
20180129,141000,141500,138500,139000,708612
20180126,136000,141000,135000,140000,1271640
20180125,135000,137500,134500,135000,649676
20180124,136500,138000,134500,135000,760888
20180123,135500,138000,135000,136500,965243
20180122,138000,139000,135000,135500,815041
20180119,136000,139000,134000,138000,1132433
20180118,134500,138500,134000,135500,1965579
20180117,139000,139000,133000,134000,2415858
20180116,144500,145000,140000,140500,1117873
20180115,141500,147500,141500,145000,1265024
20180112,145500,145500,139000,140500,1377402
20180111,142000,146500,138000,140500,2474827
20180110,156000,158500,148000,149500,1656798
20180109,158000,160000,154500,157000,1010891
20180108,160500,162500,158000,159500,1577403
20180105,157000,158000,152000,156000,1067202
20180104,152500,159000,149500,156000,2265019
